Date,Open,High,Low,Close,Adj_Close,Volume,Empty_col_H,MA_Price_200_day,MA_Price_50_day,MA_Price_20_day,MA_Price_10_day,MA_Volume_50_day
07/02/2020
07/01/2020
06/30/2020
06/29/2020
06/26/2020
06/25/2020
06/24/2020
06/23/2020
06/22/2020
06/19/2020
06/18/2020
06/17/2020
06/16/2020
06/15/2020
06/12/2020
06/11/2020
06/10/2020
06/09/2020
06/08/2020
06/05/2020
06/04/2020
06/03/2020
06/02/2020
06/01/2020
05/29/2020
05/28/2020
05/27/2020
05/26/2020
05/22/2020
05/21/2020
05/20/2020
05/19/2020
05/18/2020
05/15/2020
05/14/2020
05/13/2020
05/12/2020
05/11/2020
05/08/2020
05/07/2020
05/06/2020
05/05/2020
05/04/2020
05/01/2020,51.889999,51.889999,50.099998,51.320000,51.320000,49600,-,77.549800,59.252800,53.372999,51.057999,66498.0
04/30/2020,53.790001,54.139999,51.169998,52.689999,52.689999,108600,-,77.746700,59.850800,53.432999,51.593999,66250.0
04/29/2020,52.799999,56.099998,51.660000,54.529999,54.529999,82700,-,77.930800,60.424200,53.348499,51.525999,65258.0
04/28/2020,52.689999,52.689999,49.770000,50.959999,50.959999,35800,-,78.104050,60.972600,53.347499,51.503999,64890.0
04/27/2020,49.180000,51.759998,48.950001,51.299999,51.299999,49400,-,78.294300,61.587400,53.549999,52.135999,65468.0
04/24/2020,51.490002,51.490002,48.869999,49.349998,49.349998,47000,-,78.482050,62.190200,53.587000,52.489999,65348.0
04/23/2020,48.869999,51.889999,48.450001,51.459999,51.459999,46100,-,78.678700,62.845600,53.945000,53.198999,65880.0
04/22/2020,50.279999,50.279999,48.369999,48.799999,48.799999,55200,-,78.858200,63.466400,54.025500,54.007000,65940.0
04/21/2020,49.509998,49.990002,48.160000,48.480000,48.480000,51800,-,79.051100,64.143400,54.352999,54.959000,66016.0
04/20/2020,55.070000,55.299999,51.000000,51.689999,51.689999,68500,-,79.252250,64.856600,54.589000,55.863000,66060.0
04/17/2020,54.119999,56.910000,54.119999,56.680000,56.680000,50800,-,79.438200,65.540000,54.705500,55.688000,66190.0
04/16/2020,54.740002,55.419998,50.549999,52.009998,52.009998,65800,-,79.592250,66.164400,54.988000,55.272000,66896.0
04/15/2020,55.279999,56.980000,53.860001,54.310001,54.310001,43600,-,79.770300,66.888600,55.172000,55.171000,67278.0
04/14/2020,56.240002,57.570000,55.009998,57.279999,57.279999,38100,-,79.933800,67.619000,55.605500,55.191000,67776.0
04/13/2020,56.040001,56.040001,52.320000,54.840000,54.840000,72400,-,80.069950,68.304800,55.597000,54.964000,68336.0
04/09/2020,60.450001,60.939999,53.930000,56.439999,56.439999,83500,-,80.210000,69.079000,56.213000,54.684000,67790.0
04/08/2020,59.730000,61.009998,58.090000,59.540001,59.540001,46700,-,80.345500,69.820400,56.267500,54.691000,67688.0
04/07/2020,58.570000,60.500000,56.119999,58.320000,58.320000,53200,-,80.459800,70.539200,56.498000,54.043999,67972.0
04/06/2020,51.080002,58.529999,51.080002,57.520000,57.520000,49100,-,80.586200,71.228801,56.874500,53.746999,68902.0
04/03/2020,52.529999,54.520000,48.759998,49.939999,49.939999,33500,-,80.720550,71.934600,57.254000,53.314999,68996.0
04/02/2020,51.450001,54.799999,50.980000,52.520000,52.520000,55300,-,80.888450,72.839001,58.209000,53.723000,69566.0
04/01/2020,52.630001,53.570000,49.840000,51.000000,51.000000,63700,-,81.041750,73.688601,59.038000,54.704000,69194.0
03/31/2020,54.619999,56.700001,53.009998,54.509998,54.509998,75500,-,81.197400,74.585001,60.079500,55.173000,69084.0
03/30/2020,52.689999,55.430000,51.459999,55.009998,55.009998,75600,-,81.333150,75.408201,60.793500,56.020000,68760.0
03/27/2020,54.320000,58.250000,52.040001,52.040001,52.040001,43600,-,81.470250,76.219800,61.612000,56.230000,68314.0
03/26/2020,52.610001,61.369999,52.610001,56.509998,56.509998,77200,-,81.619900,77.065200,62.457000,57.742000,68306.0
03/25/2020,55.590000,57.419998,52.419998,53.070000,53.070000,103000,-,81.736650,77.797800,63.343500,57.844000,68252.0
03/24/2020,55.990002,57.349998,52.619999,55.349998,55.349998,99900,-,81.866300,78.599601,64.396000,58.952000,67348.0
03/23/2020,55.049999,55.049999,50.150002,53.200001,53.200001,88900,-,81.978050,79.345601,65.375500,60.002000,67116.0
03/20/2020,61.740002,64.519997,53.290001,54.020000,54.020000,105900,-,82.101200,80.116201,66.574500,61.193000,66442.0
03/19/2020,55.360001,65.860001,55.000000,62.330002,62.330002,68400,-,82.217600,80.852801,67.897501,62.695000,65842.0
03/18/2020,59.470001,63.230000,53.430000,55.689999,55.689999,77600,-,82.287550,81.409401,68.842001,63.372000,65672.0
03/17/2020,57.110001,63.869999,55.779999,62.980000,62.980000,89000,-,82.378450,82.099401,70.125501,64.986000,65256.0
03/16/2020,61.080002,63.480000,57.060001,57.110001,57.110001,71100,-,82.433450,82.641401,71.074001,65.567001,65456.0
03/13/2020,59.900002,67.730003,59.790001,67.160004,67.160004,96800,-,82.516650,83.257801,72.303500,66.994000,65426.0
03/12/2020,60.919998,63.160000,57.230000,57.529999,57.529999,74500,-,82.534550,83.661801,73.017500,67.172000,64822.0
03/11/2020,64.400002,65.419998,63.099998,64.150002,64.150002,59000,-,82.603900,84.255401,74.247001,68.843000,64408.0
03/10/2020,66.349998,67.550003,64.019997,65.849998,65.849998,67000,-,82.640200,84.698801,75.164500,69.840000,64468.0
03/09/2020,65.169998,67.639999,64.680000,65.110001,65.110001,78200,-,82.669600,85.116001,76.004501,70.749001,64146.0
03/06/2020,67.339996,69.239998,66.430000,69.040001,69.040001,51700,-,82.712150,85.530001,76.956001,71.956001,63484.0
03/05/2020,70.449997,71.279999,68.089996,69.099998,69.099998,45000,-,82.735050,85.849801,77.797001,73.100001,63372.0
03/04/2020,69.800003,72.000000,69.800003,71.830002,71.830002,66800,-,82.759250,86.142601,78.737001,74.312001,66014.0
03/03/2020,71.239998,75.370003,67.860001,68.790001,68.790001,46000,-,82.765000,86.366400,79.556501,75.265001,65670.0
03/02/2020,69.120003,71.599998,68.699997,71.379997,71.379997,67500,-,82.791650,86.645000,80.658501,76.581001,66250.0
02/28/2020,72.519997,72.930000,67.639999,68.940002,68.940002,64700,-,82.802250,86.869400,81.668001,77.613000,65988.0
02/27/2020,73.120003,75.720001,71.680000,74.239998,74.239998,121600,-,82.823550,87.141200,82.898501,78.863000,66146.0
02/26/2020,75.080002,75.919998,73.879997,74.120003,74.120003,57500,-,82.817800,87.312800,83.862001,79.651001,64588.0
02/25/2020,77.089996,77.279999,73.680000,74.940002,74.940002,81600,-,82.812100,87.490000,84.930001,80.489001,65062.0
